ID,Height,Weight
113,206.8903079,93.44593415
114,189.3844915,91.33361544
115,205.9881022,94.7928176
116,213.2524341,98.48846437
117,140.2324723,69.66793284
118,183.0809087,90.21995079
119,150.8930316,78.50601952
120,192.6954547,101.4283368
121,179.1122515,77.00594383
122,152.8144774,66.86646357
123,180.953862,94.34681961
124,183.0679998,92.85657391
125,182.5211895,79.7261356
126,213.983043,95.48321714
127,165.9479672,83.3032662
128,178.9544612,91.12024471
129,199.8778171,97.02214648
130,171.4152154,66.53201148
131,187.7770881,90.72602669
132,156.6725088,77.39703086
133,171.697931,89.79385987
134,164.6501642,73.73313401
135,180.2759052,100.0650359
136,149.3633846,74.0125589
137,170.8234617,91.52611839
138,170.2150918,68.72387847
139,173.0659454,81.34786439
140,130.734262,56.31845635
141,159.3777691,71.58491385
142,197.1324128,105.3824261
143,174.6372816,93.98511499
144,186.2480626,97.09540786
145,210.1103785,101.1153974
146,170.4686316,81.0808654
147,186.1238844,104.4747711
148,202.5022232,96.77952735
149,211.6797047,95.22555749
150,169.0113728,66.96175845
151,150.5935672,77.32737451
152,172.279337,91.07647839
153,192.7757417,96.47757816
154,147.2618187,83.11888284
155,187.3038363,75.66635354
156,165.361082,78.34038518
157,170.9015891,91.16865808
158,164.8835806,76.56692991
159,169.8388663,88.43780846
160,184.1182241,86.59495222
161,203.2594245,97.22005682
162,207.1245609,114.0500896
163,152.3591859,95.57858713
164,189.1659803,89.03839412
165,206.1474488,104.9281282
166,198.6487193,91.20014879
167,205.1342596,104.0990986
168,196.1457417,89.88299172
169,175.9724623,87.30184397
170,198.9901878,80.19346768
171,183.3227025,91.27310473
172,140.3241015,65.46851157
173,190.2269542,85.98170512
174,194.606624,89.2640509
175,159.9807343,79.28581444
176,150.4437862,71.31137621
177,167.8609968,92.61336958
178,166.7135245,90.02757191
179,154.9443934,77.73161753
180,193.8587148,96.11606687
181,202.6839523,96.6102301
182,175.7602519,89.68275516
183,161.7122071,98.15672513
184,147.3819054,68.32328451
185,206.0260907,98.3690209
186,201.6815755,85.40936874
187,133.1029253,63.64105008
188,173.4860676,86.53861291
189,198.0026132,88.24452015
190,190.6268791,82.62707745
191,192.7764859,79.7500646
192,186.9891339,79.84473694
193,161.6432484,74.67853951
194,139.3356146,80.31290031
195,174.1492309,86.59529622
196,164.2469158,87.06630943
197,211.2764477,90.92445205
198,185.8631582,73.85692694
199,164.8185223,77.68522243
200,185.4307538,82.87711311
201,196.4953003,87.47161774
202,194.734576,88.86137798
203,199.9858728,100.6384338
204,199.8353733,81.22503488
205,169.1214221,60.31986908
206,192.0291011,80.15596453
207,167.2534229,78.70304524
208,203.7864495,79.56399174
209,187.5118351,92.58505462
210,189.8925373,79.71420284
211,178.4356898,81.3544316
212,200.1396811,83.47137535
213,154.963336,80.08466871
214,146.5062202,90.11770594
215,178.1597754,80.18255213
216,174.2586926,80.05641078
217,218.4710522,105.2281276
218,179.3200684,93.77435766
219,194.3547036,78.9399897
220,190.221259,87.21734276
221,207.2117055,99.53561549
222,224.9082014,97.75464175
223,175.2521127,92.36253114
224,170.2491896,74.92610818
225,164.7423577,77.40031787
226,171.9033137,85.79611599
227,154.1534567,81.03640132
228,174.4140714,94.86790459
229,197.0540895,99.37042595
230,175.6306532,81.89701782
231,173.6807165,83.0437739
232,174.8871099,80.00343898
233,176.5704585,99.89731206
234,166.4057275,82.32024305
235,181.0471848,83.89547557
236,217.2093826,109.0291556
237,196.8189141,91.99021421
238,193.694016,78.38845954
239,198.688845,79.72869077
240,171.6702488,76.50205808
241,179.5067134,91.49760288
242,168.4956891,71.95876827
243,165.3480013,84.99611012
244,172.7554255,83.16276913
245,167.6478179,90.46481407
246,156.8543046,68.55741333
247,164.3381666,84.0926786
248,165.5406796,85.0573341
249,155.5898792,81.09916228
250,167.3872575,76.31840859
251,197.1781717,87.98385134
252,177.2650319,78.53230955
253,164.1240405,86.84384052
254,145.8746272,66.26604545
255,149.6718813,69.21185494
256,158.4296588,89.55173935
257,200.5907883,78.93169925
258,189.0163434,81.4949993
259,226.7495264,105.0164452
260,196.0129989,76.99058244
261,169.1480661,77.01665092
262,169.3993935,71.75867581
263,205.5386049,102.2301831
264,146.8169787,69.91434731
265,135.966793,74.77241513
266,224.412817,109.1235786
267,143.6094648,65.60191914
268,143.2864605,61.36851185
269,185.8954563,89.82885154
270,209.052285,89.02820387
271,172.9630473,88.09533763
272,181.4646076,79.60961155
273,175.5012231,73.35408286
274,175.2765738,82.80195405
275,189.6776802,81.5533617
276,180.1812614,80.2890129
277,181.7200814,76.59704368
278,150.7135764,77.04613346
279,181.3742417,89.9974815
280,175.8587154,80.7805802
281,136.9692336,67.1546786
282,187.9101209,92.02018043
283,203.2903956,112.1053442
284,183.0989218,84.87745396
285,172.3958514,76.19387122
286,152.8395023,73.38140857
287,183.8744034,72.0260549
288,148.2338463,74.24002633
289,225.0135002,106.3575007
290,188.6424469,94.88412507
291,208.5981496,100.6534625
292,158.7364906,83.23798011
293,167.3201892,66.3426945
294,215.9622345,88.23207089
295,192.116247,93.53013282
296,152.4797127,67.8481198
297,190.3698647,91.93671115
298,170.766654,89.40776019
299,191.3442411,89.17337484
300,213.3369577,88.47033889
301,138.2526467,67.40100588
302,195.2049027,92.16950308
303,149.4060352,71.84299942
304,145.5260174,72.177392
305,237.7374615,97.75115698
306,181.0254594,82.54686113
307,170.7299316,83.27083355
308,185.0629465,74.97370237
309,132.2717282,60.17900722
310,187.8939288,88.98993248
311,171.6555642,73.20564667
312,146.0303768,82.97021684
313,158.9325441,85.56812456
314,194.6278312,89.37667055
315,203.1365799,95.88460163
316,181.3741744,86.27066601
317,172.4482676,75.5385639
318,136.5197858,62.11670289
319,188.4655001,81.83291782
320,173.5111642,88.71986211
321,176.1791913,79.89357431
322,208.6462442,93.71885509
323,141.9454303,56.11228197
324,182.4899023,84.9019704
325,160.1281646,87.31479333
326,147.3313995,69.97162366
327,165.5296526,75.21795139
328,213.1016436,98.63991493
329,152.3835595,77.17049701
330,190.3418162,68.38638088
331,197.1370106,99.19625816
332,166.9279204,79.79980611
333,170.2478739,78.62793688
334,199.5659847,90.87398428
335,190.2681733,97.82288232
336,200.7042957,95.67987821
337,218.1048313,95.49947608
338,156.5210998,80.66481654
339,192.6447333,101.8272348
340,171.0476665,80.6946369
341,194.1124222,101.8629032
342,163.9450786,71.96938686
343,185.1651002,82.28061915
344,189.6476885,91.16097273
345,185.9782623,63.69823888
346,174.7532579,83.25721355
347,150.1897088,81.52054812
348,132.0878941,61.58256427
349,181.8664304,96.6013601
350,203.1444228,94.68802645
351,138.1762166,65.10535594
352,156.0036111,84.23335858
353,173.5190292,74.80990751
354,202.9227204,94.98901619
355,207.5242922,84.21164554
356,168.2220939,66.27770432
357,170.2133173,79.30389205
358,148.1275285,68.46700953
359,185.8545127,78.52034378
360,175.5319775,62.49523385
361,202.0016047,106.8917629
362,160.4410641,84.61445038
363,216.5435452,101.4881226
364,165.1699851,73.68991335
365,158.3238926,70.10497749
366,168.3776363,79.74887232
367,170.0630781,93.42167216
368,148.8975611,66.84798965
369,155.9199443,81.93617718
370,171.2241208,90.93750083
371,182.7914663,90.80269811
372,158.6943988,88.9044533
373,159.1146752,87.81265101
374,185.3608094,85.16907073
375,193.6313811,72.84022772
376,179.1086188,89.14361339
377,169.6549045,84.04399085
378,174.4117973,88.54310843
379,182.3341969,81.05520074
380,192.4727525,91.27885535
381,209.7592225,105.8478653
382,199.0061723,89.60501107
383,184.5390399,80.46949535
384,198.4378769,101.7777423
385,193.1955176,85.23085507
386,175.0985481,90.41906912
387,156.517132,70.20672053
388,189.2355268,78.27808888
389,203.9163398,85.98107059
390,224.4856346,102.3490247
391,144.5714535,80.15134343
392,196.900046,96.91189899
393,171.9807203,90.25055624
394,179.9961218,90.84766709
395,169.2154911,81.65682415
396,195.2088178,94.25449441
397,152.1761526,63.27343408
398,153.5026115,72.82506031
399,119.8237784,63.56988092
400,173.4244964,74.12554887
401,195.2704437,89.95558892
402,149.6014476,85.6527491
403,164.2006502,90.16855523
404,210.6806784,85.75456884
405,191.1012828,95.25969891
406,216.2356962,106.4542541
407,128.2917799,71.10415561
408,204.1771239,93.43905625
409,163.7901669,76.03562868
410,206.8014017,90.93257479
411,193.0565713,101.6728422
412,155.6659556,78.19774133
413,217.4095121,101.1209017
414,169.0334017,78.70707083
415,211.6675308,105.7773112
416,174.1363243,82.17000073
417,198.8987197,85.4517042
418,167.0008263,81.4165317
419,173.3753793,88.50311667
420,166.3483348,73.62493299
421,176.6330926,69.50464041
422,203.4402282,89.51823386
423,167.4106351,73.73760504
424,173.5717291,86.83664067
425,183.2103223,94.63343763
426,174.8677948,82.97098607
427,176.2864241,82.39052453
428,169.3555448,81.39804664
429,186.4628238,86.27104931
430,184.8143716,88.50779596
431,205.989125,94.91242324
432,190.8902241,71.67660345
433,171.2306274,83.445076
434,147.2121225,66.37615686
435,198.7825236,101.5194254
436,168.1448641,63.79050033
437,225.84465,95.24519222
438,188.4232833,94.04040968
439,208.7979996,84.19990736
440,178.7789109,87.44020811
441,160.0805419,58.81877327
442,179.3040324,87.87772409
443,196.9614049,89.24766409
444,207.6303853,99.00018884
445,171.9441088,78.17502621
446,179.7892704,102.7732817
447,173.0274144,77.92323943
448,162.2166838,89.3881757
449,182.2831507,78.22767272
450,187.2371832,91.39288879
451,185.2727915,87.25449817
452,204.9133173,87.72833836
453,142.7927941,63.69180569
454,216.7241854,112.4844132
455,169.7348917,86.36412711
456,181.4688677,89.37800319
457,169.0447015,87.51415098
458,158.8724168,83.2096133
459,188.6192642,78.26673976
460,198.0286673,95.5150977
461,184.9399749,76.41512906
462,196.138961,93.64663973
463,182.4374862,95.13215566
464,177.6104121,72.81628981
465,185.020533,79.60427292
466,150.8015228,61.29316529
467,194.3159997,93.84710051
468,194.3728901,93.69739358
469,184.0972531,89.66692632
470,174.2715679,90.00231727
471,171.9104488,78.16717098
472,163.3549789,89.04711249
473,166.971157,76.22984814
474,199.699567,96.46846056
475,160.9221085,79.9791523
476,175.7752958,75.23926066
477,186.5675584,93.0098305
478,170.4574442,78.64898417
479,186.5466136,93.83794185
480,188.9179114,96.70238135
481,167.7932439,81.87615723
482,160.490241,70.9314788
483,224.2844054,104.5266807
484,204.7680379,85.69102115
485,198.8013034,97.05341004
486,231.4308126,103.2098506
487,208.5130548,92.76641736
488,196.1925508,87.04961218
489,168.0005351,89.36559551
490,169.8815601,79.31703185
491,169.3629081,77.72939341
492,169.7164135,91.27210007
493,195.2092334,100.0766993
494,183.4700863,87.50927556
495,169.5033844,72.78331562
496,161.3644498,74.14959645
497,182.0077618,106.5160783
498,195.4764756,92.81895061
499,132.2035892,69.53717002
500,133.7997991,77.52235385
501,163.7469629,78.34500795
502,216.7937277,90.68725381
503,189.4265041,98.56644637
504,155.547955,70.4919961
505,179.6955642,74.6110152
506,196.0078635,100.7595732
507,172.0431163,86.5669873
508,150.3084044,72.35986414
509,172.0821376,70.08984895
510,175.1397964,93.79044849
511,186.1465644,79.35369045
512,163.3863451,70.89353399
513,204.138422,91.05005472
514,188.9209467,96.81411549
515,187.9850281,103.0021424
516,168.0800685,72.15972661
517,191.9473949,92.84718332
518,187.1290735,87.90108963
519,223.9699437,109.359359
520,150.9934225,59.26717273
521,158.7992416,81.24088114
522,170.9602674,85.66085228
523,152.4076282,68.32893979
524,167.1208234,79.87170249
525,180.5151292,79.26055823
526,168.9522148,73.95645098
527,177.7484011,85.45000052
528,210.6097141,98.24059031
529,142.7889193,68.71383199
530,192.7069399,86.14001965
531,210.3987769,87.29586353
532,195.1192312,96.1042241
533,160.4792376,79.11808634
534,176.1300377,81.24294615
535,162.9696411,80.20972377
536,177.2333695,86.1881701
537,165.6497427,85.33163597
538,171.9806407,76.14135351
539,209.0750397,95.79782282
540,180.1538909,99.95454923
541,177.8525031,78.37422307
542,157.4281457,71.13223836
543,192.7023453,90.48434861
544,161.8218009,65.12944185
545,171.5287955,72.69564233
546,194.8111,81.64233908
547,146.640735,76.32745032
548,191.183558,82.86559793
549,166.5226325,68.60978392
550,186.1277289,80.41239363
551,189.9321623,83.88144036
552,169.6844853,65.34616437
553,197.8564789,104.3440674
554,176.9849748,79.65612161
555,131.6991097,73.42132686
556,190.1918967,96.35426486
557,201.9140242,88.40037917
558,160.2427872,80.26262749
559,171.331906,74.11093103
560,160.8041374,63.94722482
561,160.6135744,74.7814185
562,168.7631231,91.73457486
563,193.9840405,91.03977983
564,176.1162492,83.48025909
565,192.0235263,86.99402803
566,166.3757393,88.8282648
567,163.5354906,81.27552337
568,183.0758379,76.38454167
569,189.1075461,82.22096747
570,196.0546069,107.0218751
571,193.5292672,85.78372591
572,164.1005888,76.79212769
573,219.8426227,105.2632755
574,165.7242257,74.44888248
575,182.6657032,92.47986096
576,184.6557247,98.66232545
577,189.8638813,73.99041937
578,189.1405408,91.42300131
579,165.3994399,67.46211662
580,198.3010008,91.81778855
581,152.1572371,76.61603206
582,184.8370984,84.58866209
583,161.2621457,59.22083777
584,194.403861,88.23807409
585,172.8363353,90.31676863
586,185.325134,81.71131531
587,168.700771,82.20701048
588,166.1463206,83.04631368
589,203.9114404,92.87698911
590,197.7435639,81.5775969
591,195.4704146,83.42465194
592,173.3062534,80.823377
593,188.5313271,92.41563443
594,195.8537397,90.84321023
595,175.2103778,85.84989266
596,181.3694251,75.52369356
597,163.2448027,80.12139755
598,214.7745238,95.50998964
599,141.095802,59.46744527
600,181.4108936,85.79185261
601,169.1274681,76.97440495
602,201.5811397,100.7590948
603,184.4017951,68.6969601
604,198.48921,85.45901698
605,134.6849127,72.14629721
606,164.5785596,84.81691852
607,175.7944001,71.64181798
608,182.1611755,84.88300276
609,192.5441714,92.93274827
610,198.9392955,82.29106032
611,174.3041971,89.24266395
612,154.3535879,70.18077712
613,161.7946746,58.83780715
614,192.6365162,92.33118743
615,155.6274088,57.72373268
616,178.2702915,86.1359043
617,164.9132725,90.5110805
618,170.9630566,75.52946083
619,203.2915713,98.61358737
620,143.9556469,63.30892809
621,157.8271155,71.02585181
622,213.6213257,105.2483067
623,162.4436326,96.54080391
624,201.2320477,96.32914661
625,161.0083482,75.94511475
626,139.239603,58.95034865
627,203.6547946,101.3226139
628,151.1032711,87.05749486
629,156.2734806,89.85849916
630,178.4365719,77.49992708
631,180.1153236,90.30256688
632,190.2742485,86.97232792
633,194.3589052,87.36490089
634,115.9100568,73.3515465
635,181.6596746,95.50799581
636,166.3256547,68.90631961
637,182.4131643,78.31387437
638,173.3578126,76.64560254
639,168.2406603,83.93645818
640,167.1156067,90.53873866
641,183.5760491,89.20211968
642,202.3493478,94.41130895
643,193.7018848,76.60577498
644,220.2731212,94.1742644
645,214.1440121,106.8955588
646,210.6982213,105.4225735
647,173.7712547,87.54286956
648,180.0949819,81.72848796
649,191.0155546,94.82884443
650,149.0557888,73.98272995
651,180.4234507,86.00896057
652,197.3858404,84.95189457
653,191.4098335,86.71913854
654,206.1457206,91.41516899
655,184.2686511,93.45286912
656,150.9242483,67.75286791
657,191.3674571,94.39872555
658,176.6595376,88.57592762
659,178.1744288,84.99630966
660,149.7790061,66.71860514
661,170.5123519,82.25272962
662,164.9661888,86.69055555
663,160.6887431,69.49031061
664,155.800125,74.49479017
665,144.1322509,70.72803412
666,190.8825131,79.66452143
667,180.0528508,82.40287517
668,204.3701521,102.6843749
669,145.9490507,55.61045794
670,172.8065452,83.13504558
671,169.8743711,77.87560302
672,144.0731634,74.81959765
673,205.8063546,83.10762685
674,136.3723343,69.55589077
675,158.6022063,82.21469106
676,195.6668321,80.65976079
677,171.6150688,90.63784141
678,171.1299905,83.33692764
679,203.921006,88.84322025
680,174.6525385,100.4686563
681,231.0691883,87.40772007
682,208.0825934,104.0720888
683,162.6016078,77.60785265
684,187.2577696,76.27009166
685,168.100201,69.183246
686,155.9771315,76.18173288
687,153.2647425,68.61910481
688,168.4858729,83.01543155
689,166.0132959,87.98016139
690,155.5233978,78.49299438
691,163.6320348,75.79933745
692,187.6979496,83.0269252
693,203.6388296,96.16258953
694,173.3041274,75.16344134
695,176.884566,82.64383919
696,183.8393029,97.17264428
697,196.139393,96.16295691
698,186.0495904,82.10953498
699,162.050568,88.59595984
700,160.1506211,78.78449478
701,224.0885269,98.66116463
702,193.0127839,84.54184307
703,184.3034995,80.87713589
704,194.1970129,93.83652338
705,205.5922584,95.60312854
706,190.0445694,91.92637752
707,140.4904355,62.86044745
708,183.2430787,77.80834002
709,164.2017122,85.52310816
710,158.8956247,67.6794118
711,203.0593805,98.62878902
712,171.4804478,85.31043032
713,176.5608961,87.6034463
714,228.5530782,102.8899987
715,191.6989078,89.13920214
716,206.9035103,100.7390605
717,160.7656073,81.20555471
718,188.7075242,94.65523992
719,206.2790319,79.78008096
720,177.0557232,64.17437967
721,199.2959527,103.1288113
722,220.0244554,101.445491
723,222.8585231,106.6566328
724,159.4111528,85.72124727
725,197.0021314,94.03224323
726,168.3206411,80.31218805
727,188.2631428,88.9060939
728,132.0370817,55.57523833
729,170.3693484,91.79985465
730,145.9448892,69.79522971
731,174.2597178,92.4929616
732,178.8764186,78.63477787
733,199.4562151,103.1665009
734,217.2350828,95.74051945
735,170.5921849,92.63048278
736,143.3299653,72.51608295
737,197.4188288,90.53865307
738,202.0739672,91.81383025
739,183.543856,72.96082029
740,157.4828446,78.29467653
741,191.3337624,86.21069165
742,210.3280391,88.46944145
743,180.7479232,93.89964761
744,191.0032744,90.61209767
745,179.6710936,83.99686984
746,169.9610556,86.63052963
747,185.1958023,87.71329783
748,139.7445288,70.2264241
749,194.8249687,85.25384743
750,167.5519584,72.38698253
751,214.0087304,100.7196183
752,182.937528,73.86953914
753,146.7709667,70.46324372
754,184.6121174,92.59372503
755,203.4875261,92.6407843
756,202.2352526,93.37426374
757,145.9689306,77.14720533
758,202.9199028,91.8892866
759,147.3598561,75.83259073
760,161.2780608,81.03228353
761,190.7599431,88.27894223
762,182.6826906,71.03921714
763,190.1715394,93.61747343
764,183.8423511,81.35330834
765,213.8588575,88.95789332
766,212.6592654,103.5475403
767,196.1860125,88.67373478
768,195.7415326,91.28267316
769,241.5648129,101.9721147
770,178.3488469,91.14556532
771,192.921494,93.09708754
772,183.0770485,80.14053052
773,154.3597519,70.39440352
774,186.917507,89.2019818
775,193.5568737,87.09030095
776,185.1806197,81.94824746
777,167.5655268,84.00007778
778,188.5998759,96.40848508
779,175.0526756,97.76338064
780,185.2169261,79.80409646
781,161.2334867,79.53288044
782,172.048992,90.52607213
783,200.2782004,92.54615189
784,193.6539315,88.34038562
785,190.1620832,81.9906115
786,182.9522441,94.03932612
787,192.3586466,89.58212804
788,155.3486185,83.11323252
789,177.1403715,85.18355048
790,200.6105644,94.44905237
791,177.4199729,83.03043153
792,197.9636329,97.27081481
793,170.8129582,85.14267678
794,115.3533745,55.33665631
795,154.8190818,74.07981981
796,176.0591215,96.22518843
797,177.6074849,82.20514536
798,212.8287122,100.7772477
799,164.944856,87.49153928
800,187.2044941,77.50572752
801,151.3368165,75.13963999
802,191.2504886,83.53166788
803,200.6001953,92.07459958
804,154.8107469,58.8882945
805,230.0583756,109.6119915
806,200.504002,95.15651353
807,178.2699669,73.09394239
808,181.0885434,93.94061914
809,179.5286779,84.27298504
810,160.019077,78.20838542
811,149.1514312,62.80170609
812,144.6577846,62.79209891
813,176.3153545,84.46879523
814,171.3908573,79.30352419
815,192.9079459,82.47145901
816,157.2913649,78.97736913
817,196.0274111,90.53585502
818,199.8656767,88.24151191
819,199.7943326,87.33826485
820,164.283943,76.81273312
821,158.1592928,76.1213186
822,192.1425034,89.24246649
823,176.3100223,80.95210452
824,191.5205669,73.16756137
825,133.5215845,68.87605159
826,178.6644508,89.28488694
827,187.4544009,96.14655001
828,190.4503975,91.70056936
829,202.7375167,87.68304336
830,148.0516963,72.07014276
831,193.4656288,94.65390908
832,213.6960261,90.09282082
833,193.495769,80.52248817
834,175.6033969,92.66669178
835,199.0016157,94.14765951
836,187.5554708,80.54066938
837,199.7231148,86.37508048
838,172.2277289,87.65977168
839,168.2023367,86.71063159
840,177.8007122,86.21710196
841,192.1489252,86.47044009
842,186.8800548,91.4323559
843,154.7246334,63.14331474
844,174.9896579,76.08837634
845,169.1640615,78.31208166
846,196.9128756,89.17494436
847,179.5109257,83.44377949
848,214.0218555,105.1575053
849,169.4036959,83.45668385
850,199.7690639,100.7561519
851,188.0059273,89.04645485
852,169.9166966,81.10021784
853,205.4038026,93.43144087
854,185.5315239,83.40087968
855,149.6269661,78.48286953
856,157.8410407,89.83601905
857,211.5023337,101.1153723
858,223.1915717,98.71034076
859,182.8921122,89.09797081
860,213.6734117,90.8238655
861,207.8156588,87.85187941
862,169.743537,84.42222024
863,188.1638916,98.62429875
864,186.7426796,80.5296023
865,190.3874351,90.20347409
866,183.9686668,90.15552966
867,179.1794625,82.26395885
868,144.6453977,85.12742187
869,211.2579151,100.9886573
870,204.6180119,92.60483953
871,167.7420305,75.06719025
872,198.0797938,89.11589893
873,150.8946533,62.49892184
874,162.7882953,84.2402338
875,178.5258617,81.98460216
876,207.4163967,101.6578054
877,177.1539664,72.61553271
878,165.144341,80.51792111
879,180.7169428,82.92596876
880,176.1704624,72.97043002
881,170.3885031,76.54399889
882,201.6052316,94.79286907
883,194.8596949,92.77607587
884,186.2993165,75.42347174
885,200.3654629,91.47615536
886,192.2430714,100.0053913
887,156.1223874,81.17672766
888,194.6854898,92.88724514
889,161.1654133,73.50584648
890,186.3506843,95.60379488
891,161.8485502,78.00347904
892,190.5033519,95.80074022
893,196.1858503,84.44625453
894,188.2559235,84.54695803
895,187.7533551,79.25872095
896,135.8375787,58.37946374
897,181.7613696,88.32752593
898,154.9580093,84.76775336
899,140.5902299,71.28290642
900,139.9018884,60.63905378
901,172.9632737,74.51420893
902,194.1104029,88.51858816
903,150.1724026,79.43317183
904,213.269745,101.8927702
905,179.7818853,76.15769158
906,184.3742838,107.1108201
907,200.719678,98.80780277
908,193.1373954,100.8290396
909,173.0821426,66.52359552
910,183.8309459,84.11216395
911,194.459833,84.00709682
912,164.5056864,75.95837528
913,184.4988174,76.43618296
914,173.0739417,67.28326017
915,192.0180258,90.86321223
916,167.3647549,78.92246675
917,153.8593306,57.14000447
918,155.785676,68.32453493
919,166.4876037,83.6686363
920,184.9458707,92.01931837
921,164.4758017,72.36884662
922,217.2856204,106.3085147
923,162.3830527,77.04285182
924,188.1030787,90.07138546
925,191.2051567,80.8462461
926,164.6786752,92.38688333
927,182.2475734,80.92567844
928,198.9173263,89.16418471
929,190.9990481,99.14833621
930,205.9710953,94.63315449
931,169.9608074,86.60455235
932,166.1525779,71.19863854
933,169.5739995,84.14099236
934,182.5166555,92.81083618
935,207.7330672,101.7965364
936,178.6661099,85.01856798
937,187.1089268,89.97310311
938,181.0477519,87.55648086
939,166.6109118,90.67254354
940,204.4271423,94.24421715
941,199.7157083,83.46783262
942,173.7831575,88.11864579
943,186.4948722,78.68517838
944,186.4333678,85.28310671
945,176.7909504,89.16393465
946,197.0790099,93.42283092
947,172.4436863,86.6826562
948,164.3667435,74.309483
949,140.4617371,65.20168486
950,208.1489936,95.80361877
951,183.0858396,87.76253002
952,186.8084906,89.78183233
953,162.4027588,77.30257956
954,171.9826336,74.65659354
955,194.8351781,95.64268779
956,185.4264919,90.16741898
957,163.3558205,73.77247367
958,139.5245865,81.14105472
959,189.6507179,84.85050505
960,173.578419,80.25887912
961,180.380992,83.43340691
962,192.1973333,86.38297517
963,163.7657446,63.86197906
964,191.2861036,91.33857659
965,208.2278181,84.19179822
966,159.9958462,76.22703028
967,184.0319024,84.64899561
968,181.8876632,86.24627018
969,185.4936055,80.9693802
970,165.1901195,84.05184853
971,170.9327792,75.2202983
972,193.8639586,91.17852137
973,208.3300193,96.83064951
974,184.0499332,90.81369825
975,140.9804708,69.12039348
976,198.5583057,93.04058583
977,133.667698,65.53620449
978,134.8086307,63.31966264
979,206.0944947,99.4082283
980,174.7276104,88.36485299
981,173.8820012,79.66405694
982,191.1464029,103.5859647
983,148.4859691,71.46169888
984,165.0848049,92.96324909
985,178.3838912,83.79994343
986,148.7290267,65.41627843
987,185.1819482,80.24014478
988,214.6473972,106.495415
989,194.6392721,103.4826089
990,158.6344759,74.40855486
991,183.3463659,87.72809207
992,180.1058158,94.52841517
993,214.3865445,96.46228866
994,175.970989,88.31792869
995,176.6191755,81.37902329
996,170.87281,72.69256667
997,169.0576663,82.02431734
998,193.8488385,87.38765646
999,151.7369753,73.40065067
1000,166.8308336,85.46367898
